hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"Tools",20437.145515190747,180448.0035094639,12524.395031102604,12480.262841062631,12397.036407841808,8517.739543999714,3735.970067917123,1622799.465869801,10766.775799002304,7971.639849164393,14291.803340885388,12902.43096306383,9002.429648892481,37451.09440337596,1564320.8741389513,133810.14081769096,20057.811838348654,21389.80874630278,16992.199252896266,423319.9311203056,776791.0871617863,734366.1436651241,37728.35172261119,35283.634184188886
"Speciality",7171.178571428572,2742.268249515795,1195.0217391304348,770.9130434782609,2671.1072931276294,694.2608695652174,3594.630434782609,3227.970546984572,22048.849529152474,12477.840345956056,12855.594202898552,18883.463768115944,21182.309256661993,22704.57316503039,20775.112302143858,14036.78209109731,16372.368930742003,18685.504424631003,20348.897381954186,17986.77132171242,17238.05590062112,43489.1988579443,18762.461664329127,11130.047619047618
"Office",1089.2488479262672,798.5993925429409,640.0011520737328,942.9239631336407,725.1757436112275,873.3077084206117,3084.8674067867614,36151.44124423963,915.0011520737328,890.3954754922497,18863.558336824466,640.6347926267281,3215.1932979362855,1653.1198156682026,1012.1520737327189,1205.304775869292,1132.2217218265605,1183.8585043988269,942.0992878089653,3690.4002613795747,1082.423439463762,1381.484499371596,9774.931573802542,1638.3266652702137
"Browsers",226589.48716906118,55986.15550815409,33728.46128128671,19291.92753230324,38284.67839244879,24349.387096774193,77898.22477143351,872739.8289920073,112053.25826880544,38556.32760537595,55532.76304678738,160054.6746605428,220277.39129664164,241345.11622498036,271663.7889118417,92112.29079616036,29827.28003740065,135823.686318707,407027.47704441973,453321.4156275413,607726.8321346792,401559.9292816196,547343.7014454897,320905.34564819175
"SMS and Phone",2014.1916706481923,1058.1045548654245,1030.5222567287785,900.8436853002071,954.4435817805384,700.7391304347826,1010.7510351966873,1182.3493788819876,2516.305900621118,4105.581262939959,3481.5766045548653,2865.6708074534163,3180.3475473801564,3100.10817805383,3653.644409937888,3177.3266045548653,3272.981366459627,3265.383739448957,3219.706840261188,4188.602365026278,3664.98574613792,2981.7787466157033,2884.1675824175827,3086.619565217391
"Google Play Updates",1184.316139103863,65561.35756634669,83.48870694522869,906.399209486166,30.860265054638454,92.95012787723785,862.8084166472913,548282.7376904095,1050.4332543676655,358.71278497373703,389.51286522514147,162.67135549872123,179.92083986469763,499.29295512671473,438493.5205766101,26925.08384262796,4791.490351081144,188.87146569707826,624.849540581246,398.72128047955124,62562.47097949214,80752.45698192576,1177.23700718334,397.7366946778711
"Navigation and Travel",7839.693389442008,5901.711709419201,1993.6158161339251,16332.377624973822,1947.4886046769552,2983.5727748861977,2631.5677577104852,416924.1276175905,35028.176395944065,20178.902765400042,16395.344509256935,63525.82860370386,13823.55979306561,7571.645043747057,19230.487177811323,8982.85118125556,10182.963588456205,17907.54803770879,10496.607051062954,9993.791416940456,15426.710608383448,7607.868777250306,14222.709727351546,12638.864672727927
"Analysers",984014.2060573836,811360.163159689,463368.27861886617,546503.3881546566,584356.1910473747,755861.786527995,1029613.2796977863,1549650.4217766253,964758.3331506035,802951.9005963855,1263192.9139739135,1296514.1036425142,1845682.3691101202,1578516.0796518126,1799566.6564820104,1673966.231235805,1536714.1582448094,1865333.205178096,1570485.7069545353,3335992.4468485205,1492521.1666374833,1331587.4962360812,1360319.9345081325,1505855.878577882
"Security",1110.6484698097602,832.6906534325889,402.9735318444996,717.8023159636062,1085.8552522746072,1099.0124069478907,999.7262200165426,1212.4342431761786,1235.2001654259718,869.7841191066998,1006.3465674110835,1130.562448304384,1182.7725392886684,2083.368899917287,1218.2812241521917,665.1497105045491,906.5938792390405,979.0678246484697,1376.5558312655087,2529.029776674938,2947.017369727047,3247.1695616211746,2480.0041356492966,3341.744416873449
"Settings",0.0,0.0,0.0,0.0,1847.1176470588234,1305.1176470588234,1143.2941176470588,2389.9411764705883,2691.0588235294117,0.0,1995.8823529411766,880.9411764705883,0.0,0.0,0.0,0.0,0.0,0.0,869.2352941176471,0.0,751.1176470588235,0.0,0.0,0.0
"Searching and Wikis",13981.407395687118,13573.639228088963,8988.339609940427,11215.469780638745,10591.528133143429,11462.861449450365,12332.367920051238,66597.45938361614,50561.17307518541,17902.574187630704,17735.493052577596,22041.155222249356,18836.861621129196,16037.430703959022,16281.583544195539,30880.696149840584,21478.430878673615,23456.96433684155,28279.68722229425,31206.413501741776,355126.26784254436,41084.750088463086,41653.24541349116,33262.38845655761
"Reading",0.0,0.0,0.0,0.0,0.0,397.72727272727275,375.61290322580646,131.4516129032258,173.32258064516128,86.6774193548387,0.0,0.0,259.93548387096774,85.80645161290323,127.70967741935483,254.3548387096774,0.0,241.38709677419354,9.454545454545455,136.4868035190616,41.87096774193548,170.51612903225808,388.51612903225805,125.74193548387096
"Online Dating",103346.27122153208,61480.433747412004,146.91304347826087,9.673913043478262,1130.3343685300206,0.0,0.0,42056.0155279503,71899.84679089027,123813.35403726708,71022.07246376813,107720.24223602485,51885.41511387163,125060.14492753622,190576.6811594203,95890.72153209109,176801.05175983437,217759.26086956522,195479.48654244308,137307.5900621118,101350.77536231885,122680.96894409937,210632.35507246378,233486.23913043475
